,Title,Published_date,Views,Likes,View,Month
1361,Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,2020-01-15,22142,498,22142,Jan
1362,Creating Pipelines Using SKlearn- Machine Learning Tutorial,2020-01-14,83334,2001,83334,Jan
1363,Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,2020-01-12,89272,1309,89272,Jan
1364,"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",2020-01-10,481788,9553,481788,Jan
1365,Top PGDM Colleges For Data Science In India,2020-01-10,20852,385,20852,Jan
1366,Best Python Books To Read In 2020,2020-01-10,5283,165,5283,Jan
1367,Colleges For Msc In Data Science and Big Data Analytics In India,2020-01-09,49605,842,49605,Jan
1368,Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,2020-01-09,12654,317,12654,Jan
1369,Story Telling- Important Aspects In Data Science,2020-01-08,13620,524,13620,Jan
1370,"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",2020-01-06,261382,5241,261382,Jan
1371,Ethics And Data Science- Must Read Book For Data Science Aspirants,2020-01-05,3810,170,3810,Jan
1372,Best Free Data Sets For Data Science Projects,2020-01-04,27520,946,27520,Jan
1373,Best Free Books For Learning Data Science in 2020,2020-01-04,55253,1798,55253,Jan
1374,Tutorial 32- Problems In Simple Recurrent Neural Network,2020-01-03,76148,1629,76148,Jan
1375,Tutorial 31- Back Propagation In Recurrent Neural Network,2020-01-02,106743,2405,106743,Jan
1376,Important Steps To Improve Your Programming Skills,2019-12-29,7171,331,7171,Dec
1377,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,2019-12-27,123082,3006,123082,Dec
1378,Last Live Q&A Of 2019,2019-12-27,3053,171,3053,Dec
1379,The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,2019-12-26,8377,243,8377,Dec
1380,Tutorial 29- Why Use Recurrent Neural Network and Its Application,2019-12-25,163720,3344,163720,Dec
1381,Some Important Suggestions For Data Science Aspirants,2019-12-25,9095,463,9095,Dec
1382,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",2019-12-23,160819,2981,160819,Dec
1383,Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,2019-12-23,110280,1763,110280,Dec
1384,Should We Use Machine Learning or Deep Learning For Data Science Project?,2019-12-22,20102,948,20102,Dec
1385,Machine Learning Project Vs Deep Learning Project,2019-12-21,8322,321,8322,Dec
1386,Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,2019-12-21,135393,1975,135393,Dec
1387,Step By Step Understanding Of Implementing Data Science Project,2019-12-20,85307,3276,85307,Dec
1388,Tutorial 25- Data Augmentation In CNN-Deep Learning,2019-12-19,78496,1834,78496,Dec
1389,Fresher and Experienced Professional Has This Common Question Regarding Data Science?,2019-12-18,6655,304,6655,Dec
1390,Data Science In Cyber Security In 2020,2019-12-17,16518,527,16518,Dec
1391,Thank You All For Sharing Your Knowledge,2019-12-16,1766,123,1766,Dec
1392,Data Science Q&A LIVE,2019-12-15,4530,263,4530,Dec
1393,Best Youtube Channels To Study Data Science For Free,2019-12-15,64278,3251,64278,Dec
1394,Various Roles and Responsibilities in Data Science,2019-12-14,3077,137,3077,Dec
1395,Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,2019-12-11,106983,1659,106983,Dec
1396,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,2019-12-10,272910,6336,272910,Dec
1397,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,2019-12-08,295099,5690,295099,Dec
1398,Data Science General Q&A,2019-12-08,3536,166,3536,Dec
1399,"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",2019-12-08,2537,106,2537,Dec
1400,Role of Data Analyst Vs Role of Business Analyst,2019-12-07,5522,206,5522,Dec
1401,Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,2019-12-07,3417,150,3417,Dec
1402,Perform Web Scraping On Wikipedia- Data Science,2019-12-05,20612,426,20612,Dec
1403,Important Points Everybody Should Know While Implementing Data Science Projects,2019-12-04,6230,326,6230,Dec
1404,Tutorial 24-Z Score Statistics Data Science,2019-12-03,117506,2512,117506,Dec
1405,Air Quality Index Prediction- Data Collection Part 1,2019-12-03,166351,1457,166351,Dec
1406,How to Optimize Linked In Profile For Data Scientist Jobs,2019-12-02,9991,357,9991,Dec
1407,Tutorial 25- Probability Density function and CDF- EDA-Data Science,2019-11-30,131949,3275,131949,Nov
1408,Tutorial 24- Histogram in EDA- Data Science,2019-11-29,72100,1432,72100,Nov
1409,"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",2019-11-28,123767,2230,123767,Nov
1410,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",2019-11-27,317353,6156,317353,Nov
1411,How Can A Non Technical Person Become Data Scientist,2019-11-27,159315,4667,159315,Nov
1412,AI VS ML VS DL VS Data Science,2019-11-26,2680824,64556,2680824,Nov
1413,A/B Testing In Data Science,2019-11-25,45527,993,45527,Nov
1414,Word2Vec Easily Explained- Data Science,2019-11-24,150314,2385,150314,Nov
1415,Hiring Process Of Data Scientist and Interns,2019-11-23,16937,599,16937,Nov
1416,Best Programming Practices For Data Science,2019-11-22,23300,982,23300,Nov
1417,MLMINDS Data Science Course Review,2019-11-21,8930,195,8930,Nov
1418,What are the Prerequisites To Learn Data Science,2019-11-21,39225,1464,39225,Nov
1419,Top 5 Technology To Learn in 2020,2019-11-20,29087,939,29087,Nov
1420,Apply Data Science Technique In Your Domain,2019-11-19,2147,115,2147,Nov
1421,What Are Data Products?,2019-11-18,7620,241,7620,Nov
1422,How To Apply Reverse Engineering To Learn Data Science,2019-11-17,11051,545,11051,Nov
1423,How To Become Freelancer Data Scientist,2019-11-13,68428,2375,68428,Nov
1424,My Experience In Service Based and Product Based Company,2019-11-12,112233,3439,112233,Nov
1425,What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),2019-11-11,4470,221,4470,Nov
1426,Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,2019-11-11,16922,311,16922,Nov
1427,Tutorial 24- Max Pooling Layer In CNN,2019-11-10,99012,2279,99012,Nov
1428,Tutorial 23- Operation Of CNN(CNN vs ANN),2019-11-10,95397,2477,95397,Nov
1429,Reverse Engineering -An Efficient Way To Learn Machine Learning,2019-11-09,8648,329,8648,Nov
1430,Machine Learning Researcher Vs Data Scientist,2019-11-08,2430,141,2430,Nov
1431,Standardization Vs Normalization- Feature Scaling,2019-11-07,266068,7260,266068,Nov
1432,How To Crack Interviews in Product Based Companies Like Amazon or Google,2019-11-06,24215,831,24215,Nov
1433,"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",2019-11-06,76479,1432,76479,Nov
1434,Business Analyst Vs Data Analyst,2019-11-05,45496,1565,45496,Nov
1435,Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,2019-11-04,46026,1073,46026,Nov
1436,"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",2019-11-04,3644,166,3644,Nov
1437,Tutorial 19-  Python Iterables vs Iterators,2019-11-04,53339,1245,53339,Nov
1438,Top 5 Programming Language To Learn in 2020,2019-11-03,10454,351,10454,Nov
1439,Tutorial 18- Python Advanced String Formatting,2019-11-03,45340,887,45340,Nov
1440,Tutorial 17- Python List Comprehension,2019-11-03,59505,1290,59505,Nov
1441,My Path Towards 50K Subscribers,2019-11-02,953,91,953,Nov
1442,Why Machine Learning Projects Fail In Production,2019-10-31,5918,304,5918,Oct
1443,Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,2019-10-30,103473,2010,103473,Oct
1444,Live Q&A,2019-10-29,3272,192,3272,Oct
1445,Top 5 Python IDEs For Data Science,2019-10-28,29487,742,29487,Oct
1446,Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,2019-10-27,1694,117,1694,Oct
1447,How To Review An Online Course For Data Science,2019-10-26,6778,232,6778,Oct
1448,Will AutoML Replace Data Scientist Job? Myth,2019-10-25,9050,382,9050,Oct
1449,Future Scope Of Data Science,2019-10-24,35966,1092,35966,Oct
1450,Never Give Up- My Story,2019-10-23,97997,5334,97997,Oct
1451,Tutorial 16- Filter Functions In Python,2019-10-23,56913,993,56913,Oct
1452,Tutorial 15- Map Functions using Python,2019-10-22,86645,1724,86645,Oct
1453,Tutorial 14 - List Comprehension using Python,2019-10-22,3355,94,3355,Oct
1454,Tutorial 13- Python Lambda Functions,2019-10-22,65952,1384,65952,Oct
1455,Non Technical Skills That We Must Have As A Data Scientist,2019-10-22,4341,219,4341,Oct
1456,How To Implement A Real World Usecase or Project For Data Science,2019-10-21,9261,480,9261,Oct
1457,Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,2019-10-21,7354,308,7354,Oct
1458,"Tutorial 12- Python Functions, Positional and Keywords Arguments",2019-10-20,75504,1283,75504,Oct
1459,My Path From Dot Net Developer To Data Scientist- Motivation,2019-10-19,28122,902,28122,Oct
1460,Automated Machine Learning In Python (Automl),2019-10-18,20723,657,20723,Oct
1461,Top 3 Skillset In Data Science That We Should Have,2019-10-17,10339,481,10339,Oct
1462,How To Go Ahead in Writing Research Papers,2019-10-16,26892,1031,26892,Oct
1463,How To Apply And Get Internship For Data Science Opportunities,2019-10-11,79833,3425,79833,Oct
1464,Fast.ai Course and Why We Should Learn It?,2019-10-10,28132,904,28132,Oct
1465,How Did I Learn Deep Learning in 2.5 months?,2019-10-09,44962,1735,44962,Oct
1466,Live Q&A- Answering your Questions.,2019-10-08,3868,235,3868,Oct
1467,Why Data Structures Are Important For Every Programmer?,2019-10-07,46671,2408,46671,Oct
1468,Why Data Scientist Require Knowledge In Linux OS?,2019-10-05,18775,791,18775,Oct
1469,Tutorial 3- Deployment of NLP Model in Heroku Cloud,2019-10-05,35071,592,35071,Oct
1470,Flask Vs Django and When Should You Use What?,2019-10-04,102143,3537,102143,Oct
1471,Why Are You Not Getting Interview Calls for Data Science?,2019-10-03,22917,1057,22917,Oct
1472,Live Q&A.,2019-10-02,3651,244,3651,Oct
1473,"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",2019-10-02,79438,1452,79438,Oct
1474,"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",2019-10-02,123454,2205,123454,Oct
1475,Tutorial 8- Matplotlib (Simple Visualization Library),2019-10-02,127541,1989,127541,Oct
1476,"Tutorial 7- Pandas-Reading JSON,Reading HTML, Read PICKLE, Read EXCEL Files- Part 3",2019-09-30,107339,1874,107339,Sep
1477,Why and When Should we Perform Feature Normalization?,2019-09-30,22955,858,22955,Sep
1478,"Tutorial 6- Pandas,Reading CSV files With Various Parameters- Part 2",2019-09-29,163370,2817,163370,Sep
1479,Best Laptop Configuration For Learning Machine Learning and Deep Learning,2019-09-28,126833,3844,126833,Sep
1480,How to Prepare For Data Science Interviews,2019-09-27,50503,1710,50503,Sep
1481,"Tutorial 5- Pandas, Data Frame and Data Series Part-1",2019-09-26,183532,3470,183532,Sep
1482,How To Become Expertise in Exploratory Data Analysis,2019-09-25,154790,5226,154790,Sep
1483,Tutorial 4 - Numpy and Inbuilt Functions Tutorial,2019-09-25,247303,3674,247303,Sep
1484,"Tutorial 3- Python Sets, Dictionaries and Tuples",2019-09-24,179482,2569,179482,Sep
1485,Tutorial 2 - Python List  and Boolean Variables,2019-09-24,268952,3556,268952,Sep
1486,Tutorial 1- Anaconda Installation and Python Basics,2019-09-23,403961,4688,403961,Sep
1487,Selecting YouTube As A Career Option? Is It Worth?,2019-09-19,3222,159,3222,Sep
1488,How Did I Learn Machine Learning in 3 Months,2019-09-18,338479,12260,338479,Sep
1489,Detailed Salary Comparison Between Data Analyst and Data Scientist,2019-09-17,35726,779,35726,Sep
1490,Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,2019-09-17,11155,160,11155,Sep
1491,Salary Comparison Between Data Scientist vs Software Engineer,2019-09-16,86327,2102,86327,Sep
1492,Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,2019-09-16,18369,347,18369,Sep
1493,Live Q&A Internship Opportunities,2019-09-15,4751,395,4751,Sep
1494,Kaggle Competition- Implement A DNA Classifier using NLP,2019-09-14,12904,309,12904,Sep
1495,Kaggle Competition- Predict Stock Price Movement Based On News Headline using NLP,2019-09-14,75471,1552,75471,Sep
1496,Statistics-Finding Outliers in Dataset using Z- score and IQR,2019-09-13,82054,1864,82054,Sep
1497,Featuring Engineering- How To Handle Ordinal Categories(Ordinal Encoding),2019-09-13,34239,605,34239,Sep
1498,Statistics- What is Pearson Correlation Coefficient? Difference between Correlation and Covariance,2019-09-12,221099,5304,221099,Sep
1499,Featuring Engineering- Handle Categorical Features Many Categories(Count/Frequency Encoding),2019-09-12,74859,1673,74859,Sep
1500,Skills Required To Become A Data Analyst and a Data Scientist,2019-09-11,19603,711,19603,Sep
1501,Kaggle Competition- I Used Deep Learning Technique and did the Accuracy Increase? Part 3,2019-09-10,16410,273,16410,Sep
1502,Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,2019-09-09,48823,797,48823,Sep
1503,Kaggle Competition - House Prices: Advanced Regression Techniques Part1,2019-09-08,257858,4019,257858,Sep
1504,Various Roles and Responsibilities in Data Science,2019-09-08,16643,577,16643,Sep
1505,Live Q&A (Discussion Regarding Upcoming Videos),2019-09-07,2911,194,2911,Sep
1506,Machine Learning Engineer VS Data Scientist,2019-09-05,38530,1279,38530,Sep
1507,STATISTICS- Chebyshev's InEquality,2019-09-05,99941,1831,99941,Sep
1508,STATISTICS- What is Central Limit Theorem?,2019-09-04,176378,3571,176378,Sep
1509,STATISTICS- Gaussian/ Normal Distribution,2019-09-04,139428,3081,139428,Sep
1510,STATISTICS- PERCENTILES and QUANTILES,2019-09-03,81303,1900,81303,Sep
1511,STATISTICS-  Population VS Sample and it's Importance,2019-09-03,79168,2106,79168,Sep
1512,Guidelines To Prepare Resume For Data Scientist Role,2019-09-02,25720,905,25720,Sep
1513,STATISTICS- What are Random Variables and It's Types and its Importance?,2019-09-02,80204,2068,80204,Sep
1514,STATISTICS- Variance and Standard Devation,2019-09-01,214946,3949,214946,Sep
1515,"STATISTICS- Mean, Median And Mode Explained Easily",2019-09-01,176660,4022,176660,Sep
1516,Saturday Live Q&A,2019-08-31,3225,191,3225,Aug
1517,What is AdaBoost (BOOSTING TECHNIQUES),2019-08-31,280717,5327,280717,Aug
1518,Why Python is the Best Programming Language For Machine Learning?,2019-08-30,130173,3171,130173,Aug
1519,How To Get Data Science Jobs For Freshers,2019-08-29,155865,5368,155865,Aug
1520,Online Courses for Data Science Specialization,2019-08-28,266212,8813,266212,Aug
1521,How To Learn Data Science by Self Study and For Free,2019-08-27,538477,27997,538477,Aug
1522,Do We Require Master OR PHD to Become Data Scientist?,2019-08-27,14058,575,14058,Aug
1523,Answering Your Questions and Some More Updates,2019-08-26,8470,339,8470,Aug
1524,Tutorial 2- Deployment of ML models in Heroku using FLASK,2019-08-25,166687,3771,166687,Aug
1525,Tutorial 1- Deployment of Models- Premises VS IAAS vs PAAS cloud Platforms,2019-08-25,130091,1893,130091,Aug
1526,How To Apply Data Science In Your Domain?,2019-08-24,5452,213,5452,Aug
1527,Tutorial 43-Random Forest Classifier and Regressor,2019-08-24,346732,12314,346732,Aug
1528,Important Tools and Libraries Used By Data Scientist,2019-08-23,29245,933,29245,Aug
1529,Tutorial 42 - Ensemble: What is Bagging (Bootstrap Aggregation)?,2019-08-23,273943,7302,273943,Aug
1530,How To Learn Data Science Smartly?,2019-08-22,1616612,51794,1616612,Aug
1531,Tutorial 22- Padding in Convolutional Neural Network,2019-08-21,117000,2747,117000,Aug
1532,The Role of Maths in Data Science and How to Learn?,2019-08-21,103367,4026,103367,Aug
1533,Tutorial 21- What is Convolution operation in CNN?,2019-08-20,206277,4134,206277,Aug
1534,Tutorial 20- Convolution Neural Network vs Human Brain,2019-08-20,66895,1441,66895,Aug
1535,How To Handle Missing Values in Categorical Features,2019-08-20,97750,2462,97750,Aug
1536,Cosine Similarity and Cosine Distance,2019-08-19,97700,2877,97700,Aug
1537,Euclidean Distance and Manhattan Distance,2019-08-19,225711,7783,225711,Aug
1538,Why Do I Teach? Motivations,2019-08-17,4986,298,4986,Aug
1539,Data Engineer vs Data Analyst vs Data Scientist,2019-08-17,175176,5565,175176,Aug
1540,What Do A Data Scientist Do?,2019-08-16,30322,1083,30322,Aug
1541,Why Do We Need to Perform Feature Scaling?,2019-08-15,120192,3276,120192,Aug
1542,Different Types of Feature Engineering Encoding Techniques,2019-08-15,171171,4537,171171,Aug
1543,How to Crack Data Science Interviews- Motivations,2019-08-14,74667,2310,74667,Aug
1544,What should be your Salary Expectation as a Data Scientist?,2019-08-13,99586,1698,99586,Aug
1545,Step By Step Transition Towards Data Science,2019-08-12,139344,4710,139344,Aug
1546,Tutorial 37: Entropy In Decision Tree Intuition,2019-08-11,246454,3842,246454,Aug
1547,Feature Engineering-How to Perform One Hot Encoding for Multi Categorical Variables,2019-08-10,227489,3023,227489,Aug
1548,Complete Life Cycle of a Data Science Project,2019-08-10,50877,1533,50877,Aug
1549,My Path on Becoming a Data Scientist- Motivation,2019-08-09,155211,4337,155211,Aug
1550,Train Test Split vs K Fold vs Stratified K fold Cross Validation,2019-08-08,60239,1103,60239,Aug
1551,What is Cross Validation and its types?,2019-08-08,205291,5090,205291,Aug
1552,Tutorial 19- Training Artificial Neural Network using Google Colab GPU,2019-08-07,68898,1224,68898,Aug
1553,Tutorial 18- Hyper parameter Tuning To Decide Number of Hidden Layers in Neural Network,2019-08-06,72019,1256,72019,Aug
1554,Tutorial 17- Create Artificial Neural Network using Weight Initialization Tricks,2019-08-05,101495,1925,101495,Aug
1555,Tutorial 5- Content Based Recommendation System,2019-08-04,62671,866,62671,Aug
1556,Tutorial 4- Book Recommendation using Collaborative Filtering,2019-08-03,38345,534,38345,Aug
1557,Tutorial 16- AdaDelta and RMSprop optimizer,2019-08-02,61579,1416,61579,Aug
1558,Tutorial 3- Book Recommendation System using Pearson Correlation,2019-08-02,28192,488,28192,Aug
1559,Tutorial 2-  Creating Recommendation Systems using Nearest Neighbors,2019-08-01,63985,1011,63985,Aug
1560,Tutorial 1- Weighted hybrid technique for Recommender system,2019-07-31,105790,1292,105790,Jul
1561,Tutorial 15- Adagrad Optimizers in Neural Network,2019-07-31,80445,2134,80445,Jul
1562,Tutorial 14- Stochastic Gradient Descent with Momentum,2019-07-30,96637,2300,96637,Jul
1563,Tutorial 13- Global Minima and Local Minima in Depth Understanding,2019-07-29,82640,1808,82640,Jul
1564,Tutorial 12- Stochastic Gradient Descent vs Gradient Descent,2019-07-28,173480,3741,173480,Jul
1565,Python Application to Track Amazon Product Prices,2019-07-27,7110,153,7110,Jul
1566,Recommendation Systems using Machine Learning,2019-07-26,111540,1915,111540,Jul
1567,Tutorial 11- Various Weight Initialization Techniques in Neural Network,2019-07-26,105587,2314,105587,Jul
1568,Tutorial 10- Activation Functions Rectified Linear Unit(relu) and Leaky Relu Part 2,2019-07-25,125915,1922,125915,Jul
1569,Tutorial 9- Drop Out Layers in Multi Neural Network,2019-07-24,138969,3480,138969,Jul
1570,Tutorial 8- Exploding Gradient Problem in Neural Network,2019-07-23,111222,2774,111222,Jul
1571,Tutorial 7- Vanishing Gradient Problem,2019-07-22,166939,3720,166939,Jul
1572,Tutorial 6-Chain Rule of Differentiation with BackPropagation,2019-07-19,150926,3535,150926,Jul
1573,Tutorial 5- How to train MultiLayer Neural Network and Gradient Descent,2019-07-18,175686,4308,175686,Jul
1574,Tutorial 4: How to train Neural Network with BackPropogation,2019-07-18,187864,4339,187864,Jul
1575,Tutorial 3-Activation Functions Part-1,2019-07-17,179456,3329,179456,Jul
1576,Tutorial 2- How does Neural Network Work,2019-07-17,171903,2600,171903,Jul
1577,Tutorial 1- Introduction to Neural Network and Deep Learning,2019-07-17,333201,4875,333201,Jul
1578,Malaria Disease Detection using Deep Learning,2019-07-15,20355,325,20355,Jul
1579,How to Read Dataset in Google Colab from Google Drive,2019-07-14,225626,2899,225626,Jul
1580,Finding an outlier in a dataset using Python,2019-07-13,153975,2800,153975,Jul
1581,Diabetes Prediction using Machine Learning from Kaggle,2019-07-12,102510,1735,102510,Jul
1582,How to choose number of hidden layers and nodes in Neural Network,2019-07-11,83353,1273,83353,Jul
1583,"Why, How and When to Scale Features in Machine Learning?",2019-07-10,27260,702,27260,Jul
1584,Credit card Risk Assessment using Machine Learning,2019-07-09,22913,392,22913,Jul
1585,DNA Sequencing Classifier using  Machine Learning,2019-06-28,30498,625,30498,Jun
1586,Tutorial 46-Handling imbalanced Dataset using python- Part 2,2019-06-27,64408,1461,64408,Jun
1587,Tutorial 45-Handling imbalanced Dataset  using python- Part 1,2019-06-27,115578,1860,115578,Jun
1588,Hyperparameter Optimization for Xgboost,2019-06-26,105555,1999,105555,Jun
1589,Credit Card Fraud Detection using Machine Learning from Kaggle,2019-06-25,172049,2542,172049,Jun
1590,Voting Classifier(Hard Voting and Soft Voting Classifier),2019-06-25,22520,447,22520,Jun
1591,Random Forest(Bootstrap Aggregation) Easily Explained,2019-06-24,27237,508,27237,Jun
1592,Stock Sentiment Analysis using News Headlines,2019-06-23,25494,478,25494,Jun
1593,Predicting Lungs Disease using Deep Learning,2019-06-22,51571,1015,51571,Jun
1594,Predicting Heart Disease using Machine Learning,2019-06-21,129754,2091,129754,Jun
1595,K Nearest Neighbour Easily Explained with Implementation,2019-06-18,224207,3817,224207,Jun
1596,How to Visualize Multiple Linear Regression in python,2019-06-18,31799,314,31799,Jun
1597,Deployment of Deep Learning Model using Flask,2019-06-17,76798,1244,76798,Jun
1598,Deploy Machine Learning Model using Flask,2019-06-16,259351,4302,259351,Jun
1599,Handling Missing Data Easily Explained| Machine Learning,2019-06-15,145970,2751,145970,Jun
1600,Cross Validation using sklearn and python | Machine Learning,2019-06-13,10596,227,10596,Jun
1601,Tutorial 29-R square and Adjusted R square Clearly Explained| Machine Learning,2019-06-12,135751,2712,135751,Jun
1602,Feature Selection Techniques Easily Explained | Machine Learning,2019-06-11,192824,4197,192824,Jun
1603,Curse of Dimensionality Easily explained| Machine Learning,2019-06-10,50608,1088,50608,Jun
1604,DBSCAN Clustering Easily Explained with Implementation,2019-06-05,124955,2484,124955,Jun
1605,Machine Learning Algorithm- Which one to choose for your Problem?,2019-05-30,182009,5912,182009,May
1606,Handle Categorical features using Python,2019-05-24,32060,647,32060,May
1607,Linear Regression Mathematical Intuition,2019-05-01,20780,359,20780,May
1608,How to switch your career to Data Science.,2019-04-12,20754,481,20754,Apr
1609,Setting up Raspberry pi 3 B+,2019-04-05,26875,280,26875,Apr
1610,Deep Learning in Medical Science,2019-04-04,69931,426,69931,Apr
1611,How we can apply Machine Learning in Finance,2019-04-03,15431,291,15431,Apr
1612,Complete Life Cycle of a Data Science Project,2019-03-27,67968,1094,67968,Mar
1613,Draw rectangle from webcam and sketch process it on a live feed,2019-03-03,9876,131,9876,Mar
1614,Unlock Your Application With Your Face using OpenCV,2019-02-26,17127,371,17127,Feb
1615,Gender Classifier and Age Estimator using Resnet Convolution Neural Network,2019-02-25,37846,529,37846,Feb
1616,Implement Transfer Learning with a generic Code Template,2019-02-21,6325,120,6325,Feb
1617,Hierarchical Clustering intuition,2019-02-14,59127,1170,59127,Feb
1618,Create custom Alexa Skill- Lambda function- Part2,2019-02-14,3637,30,3637,Feb
1619,Create custom Alexa Skill- Intent Interface- Part1,2019-02-14,10005,83,10005,Feb
1620,K Means Clustering Intuition,2019-02-13,133290,2372,133290,Feb
1621,K Nearest Neighbor classification with Intuition and practical solution,2019-02-12,137497,2773,137497,Feb
1622,RandomizedSearchCV- Select the best hyperparameter for any Classification Model,2019-02-09,30608,558,30608,Feb
1623,GridSearchCV- Select the best hyperparameter for any Classification Model,2019-02-08,80104,1795,80104,Feb
1624,Artificial Neural Network for Customer's Exit Prediction from Bank,2019-02-06,16922,282,16922,Feb
1625,"Precision, Recall and F1-Score",2019-02-05,81738,1192,81738,Feb
1626,"TPR,FPR,FNR,TNR, Confusion Matrix",2019-02-04,66898,1390,66898,Feb
1627,Movie Recommender System using Python,2019-02-02,163629,3202,163629,Feb
1628,Dimensional Reduction| Principal Component Analysis,2019-02-02,146045,2877,146045,Feb
1629,Multiple Linear Regression using python and sklearn,2019-01-31,137030,2852,137030,Jan
1630,OpenPose Tutorial with Tensorflow,2019-01-23,20161,147,20161,Jan
1631,Using OpenFace for Face recognition in Keras,2019-01-22,8246,45,8246,Jan
1632,"Reading, Writing and Displaying images with Opencv| OpenCV Tutorial",2019-01-19,19353,271,19353,Jan
1633,OpenCV Installation | OpenCV tutorial,2019-01-19,43228,375,43228,Jan
1634,Face and Eye Detection from Images using HAAR Cascade Classifier,2019-01-19,21898,284,21898,Jan
1635,Car Detection using HAAR Cascade and Opencv from Videos.,2019-01-19,12963,165,12963,Jan
1636,Pedestrian Detection using OpenCV from Videos,2019-01-19,13166,202,13166,Jan
1637,Face and Eye Detection from Videos using HAAR Cascade Classifier,2019-01-19,24617,390,24617,Jan
1638,Face Recognition using open CV and VGG 16 Transfer Learning,2019-01-18,29352,406,29352,Jan
1639,Tutorial 11-Exploratory Data Analysis(EDA) of Titanic dataset,2019-01-17,273974,5420,273974,Jan
1640,Implementing a Spam classifier in python| Natural Language Processing,2019-01-14,103314,2193,103314,Jan
1641,Tutorial 44-Balanced vs Imbalanced Dataset and how to handle Imbalanced Dataset,2019-01-11,40596,911,40596,Jan
1642,"Confusion matrix, Precision, Recall| Data Science Interview questions",2019-01-10,28202,625,28202,Jan
1643,"CBSE to introduce artificial intelligence courses in classes 8, 9, 10",2019-01-06,1441,13,1441,Jan
1644,Covariance in Statistics,2019-01-05,125664,2706,125664,Jan
1645,Log Normal Distribution in Statistics,2019-01-05,129042,1964,129042,Jan
1646,Natural Language Processing|TF-IDF for Machine Learning| Text Prerocessing,2019-01-04,82444,1878,82444,Jan
1647,Gaussian distribution or Normal Distribution in statisctics,2019-01-03,108105,2158,108105,Jan
1648,Natural Language Processing|BagofWords,2019-01-03,89320,1911,89320,Jan
1649,Natural Language Processing|Lemmatization,2019-01-02,74018,1140,74018,Jan
1650,Natural Language Processing|Stemming,2019-01-01,91594,1560,91594,Jan
1651,Natural Language Processing|Tokenization,2019-01-01,174430,2744,174430,Jan
1652,Population vs Sample in Statistics,2018-12-31,181337,2037,181337,Dec
1653,How to select the best model using cross validation in python,2018-09-04,64665,1528,64665,Sep
1654,Computer Vision using Microsoft Cognitive Services for Images,2018-07-25,17965,197,17965,Jul
1655,Principle Component Analysis (PCA) using sklearn and python,2018-07-02,188597,3302,188597,Jul
1656,PySpark Tutorial for Beginners | Apache Spark with Python -Linear Regression Algorithm,2018-06-06,39361,613,39361,Jun
1657,Creating a Dataset and training an Artificial Neural Network with Keras,2018-02-25,25007,244,25007,Feb
1658,Artificial Neural Network Intuition,2018-02-24,36367,233,36367,Feb
1659,Create an Artifical Neural Network using Keras in 5 minutes,2018-02-22,9112,88,9112,Feb
1660,Important libraries used in python Data Science- Machine Learning Tutorial with Python and R-Part 4,2017-11-26,20667,179,20667,Nov
1661,Anaconda installation with Packages- Machine Learning Tutorial with Python and R-Part 3,2017-11-26,76312,348,76312,Nov
1662,What is Supervised Machine Learning- Machine Learning Tutorial with Python and R-Part 2,2017-11-26,35262,400,35262,Nov
1663,What is Machine Learning in Data Science- Machine Learning Tutorial with Python and R-Part 1,2017-11-25,141861,875,141861,Nov
1664,Maeri unplugged by Krish and band,2014-06-01,5383,140,5383,Jun
